ID,NOMESC,ENDESC,NUMESC,COMPLEND,CEP,FONE1,FONE2,FAX,E-Mail,CODESCMEC,TIPO
6633,MARIA DO CARMO GODOY RAMOS PROFESSORA EMEI,RUA MIGUEL PEREIRA LANDIM,193,,05158-000,+55 11 3901-3400,+55 11 3906-7053,+55 11 3906-7053,,35098449,EMEI
6634,LEMOS SANTOS COLEGIO,AV ALBERTO VICENTE CARDOSO,234,,05833-030,+55 11 2864-2557,,+55 11 5514-1374,,35442811,EP
6635,LIRIOS DO VALE III CENTRO DE EDUCACAO INFANTIL,R PADRE MANUEL CAMPELLO,287,,05206-020,+55 11 3915-7311,,,,35472700,CR.P.CONV
6636,FUTURO ESCOLA DO,R DOUTOR FRANCISCO PATTI,40,,05352-090,+55 11 2168-4100,,,,35158823,EP
6637,EAG EAG COLEGIO TECNICO,R OCAPEGUARA,184,,05755-160,+55 11 5841-0058,,,eag@eag.g12.br,35140314,EP
6638,YVONNE MALUHY JOSEPF SABGA CRECHE MUNICIPAL,RUA ROSARIA ANA BARBOSA,21,,05373-000,+55 11 3782-6624,,,,35238512,CEI DIRET
6639,DEZOITO DO FORTE EMEF,RUA HAFIZ ABI CHEDID,110,,04937-210,+55 11 5831-4037,+55 11 5833-7555,,,35098565,EMEF
6640,NOSSA SENHORA DO BOM CONSELHO CRECHE,RUA NSRA DO BOM CONSELHO,123,,05763-470,+55 11 5511-9275,,,,35184081,CR.P.CONV
6641,CYRO ALBUQUERQUE DEPUTADO EMEF,RUA ROGERIO DE PAULA BRITO,100,,05781-310,+55 11 5512-0952,+55 11 5816-6695,+55 11 5513-6942,,35068780,EMEF
6642,OTTO DE BARROS VIDAL PROFESSOR,R JOAQUIM JOSE DE LIMA,13,,05160-120,+55 11 3904-0072,+55 11 3901-5288,,e041683a@educacao.sp.gov.br,35041683,EE
6643,VERBO DIVINO CRECHE,RUA QUINTA DA CONRARIA,24,,05852-480,+55 11 5514-3976,,,,35184147,CR.P.CONV
6644,MORUMBI SUL COLEGIO,R NSRA DO BOM CONSELHO,351,,05763-470,+55 11 3594-0600,+55 11 3594-0657,,,35124795,EP
6645,SAO FRANCISCO CRECHE,RUA JOAO MILLAN,132,,05373-080,+55 11 3782-6296,,,,35180294,CR.P.CONV
6646,NOSSA SENHORA DAS GRACAS CENTRO DE EDUCACAO INFANTIL,AV ALBERTO VICENTE CARDOSO,85,,05833-030,+55 11 96520-3159,,,ceinsradasgracas@gmail.com,35498014,CR.P.CONV
6647,ANTONIO CANDIDO CORREA GUIMARAES FILHO PROFESSOR,AV MUTINGA,5071,,05110-000,+55 11 3621-4575,,,e000188a@educacao.sp.gov.br,35000188,EE
6648,CEL JTO A EE ANTONIO C C GUIMARAES FILHO PROFESSOR,AV MUTINGA,5071,,05110-000,+55 11 3621-4575,+55 11 3622-6473,,e037392a@terra.com.br,35985004,CEL
6649,KADOSHI INSTITUTO EDUCACIONAL,R ANGELO HERCULANO TEIXEIRA DA SILVA,220,,05852-420,+55 11 5894-1125,,,,35501517,EP
6650,REGGIO EMILIA COLEGIO,AV PROFESSOR JOSE MARIA ALKMIN,168,,05366-000,+55 11 3765-2815,,,,35800612,EP
6651,JOSUE DE CASTRO PROFESSOR EMEF,RUA JOSE SOEIRO DE VAZ,362,,05108-130,+55 11 3622-8266,+55 11 3621-3737,+55 11 3622-8265,,35271032,EMEF
6652,SAO LUIS GONZAGA CRECHE,RUA GERTRUDES CUNHA,30,,05374-050,+55 11 3719-1955,,,,35180774,CEI INDIR
6653,PASSINHOS DE LUZ COMERCIO E RECREACAO INFANTIL,RUA NARCISO FREITAS VIEIRA,34,,05367-000,+55 11 3718-9028,,,,35164628,EP
6654,CASA DA INFANCIA MENINO JESUS CENTRO DE ED INFANTIL,R ABILIO BARBOSA LIMA,52,,05374-020,,,,,35474812,CR.P.CONV
6655,VILA REMO EMEI,RUA ITAPAROQUERA,SN,,04932-060,+55 11 5514-6067,+55 11 5891-2638,+55 11 5891-1819,,35076120,EMEI
6656,PEQUENO APRENDIZ COLEGIO,R DEOCLECIANO DE OLIVEIRA FILHO,1057,,05834-000,+55 11 5518-3058,,,,35456299,EP
6657,WANDER TAFFO MUSICO,R MANGUALDE,427,,05851-260,+55 11 5814-8400,+55 11 5814-8369,,e121484a@educacao.sp.gov.br,35121484,EE
6658,GABRIELA MISTRAL CEI,PRACA FLOR DA IMPERATRIZ,23,,05211-220,+55 11 3917-3805,,,,35433408,CR.P.CONV
6659,EUCLYDES DE OLIVEIRA FIGUEIREDO GAL EMEF,RUA MARECHAL OLIMPIO MOURAO FILHO,187,,05352-080,+55 11 3768-4542,,+55 11 3766-4380,,35053193,EMEF
6660,HEIDI ALVES LAZZARINI,R QUINTA DA CONRARIA,299,,05852-480,+55 11 5892-4886,,+55 11 5515-1388,e923564a@educacao.sp.gov.br,35923564,EE
6661,COMUNIDADE KOLPING CEI,AV PADRE ADOLFO KOLPING,28,,05767-510,+55 11 5842-4098,,+55 11 5841-5266,,35292643,CR.P.CONV
6662,CLOVIS DE OLIVEIRA PROFESSOR DOUTOR,R LIRA CEARENSE,869,,05763-450,+55 11 5511-0112,+55 11 5510-8781,+55 11 5511-0112,e040997a@educacao.sp.gov.br,35040997,EE
6663,LAERCIO CORTE VEREADOR CRECHE MUNICIPAL,RUA BELARMINO PRESTES,44,,05158-340,+55 11 3904-1391,+55 11 3903-2616,,,35238065,CEI DIRET
6664,PROJETO PARQUE I ESCOLA DE EDUCACAO INFANTIL,R JOSE FERREIRA KEFFER,470,,05327-020,+55 11 3763-5101,,,,35497320,EP
6665,ROBERTO MANGE PROF EMEF,RUA JOSE CERQUEIRA BASTOS,46,,05373-090,+55 11 3782-6700,+55 11 3781-4178,,,35053260,EMEF
6666,PEQUENO POLEGAR II CENTRO DE EDUCACAO INFANTIL,R MOGEIRO,461,,05208-230,+55 11 3917-3691,,,,35474241,CR.P.CONV
6667,GLOBAL SAO PAULO INSTITUTO DE EDUCACAO,R MOGEIRO,343,,05208-230,+55 11 3918-5799,,,globalinst@sti.com.br,35154349,EP
6668,MOLINO BLANCO RECREACAO INFANTIL,R DOMENICO FONTANA,100,,05854-080,+55 11 5812-5221,,,,35471896,EP
6669,OCTALLES MARCONDES FERREIRA,R DANCA DE ANITRA,1,,05833-080,+55 11 5514-0157,,+55 11 5892-4624,e035622a@educacao.sp.gov.br,35035622,EE
6670,ALOYSIO DE MENEZES GREENHALG VEREADOR CRECHE MUNICIPAL,RUA DOUTOR FRANCISCO PATTI,375,,05352-090,+55 11 3768-5894,,,,35238545,CEI DIRET
6671,ANALISE COLEGIO UNIDADE I,ESTRADA DO CAMPO LIMPO,5215,,05787-000,+55 11 5841-0690,,,,35137078,EP
6672,BENEDITO ROCHA VEREADOR CRECHE MUNICIPAL,RUA DENIS CHAUDET,150,,05528-220,+55 11 3751-0258,,,,35238485,CEI DIRET
6673,CRYSTAL BERCARIO E EDUCACAO INFANTIL,R MARECHAL OLIMPIO MOURAO FILHO,253,,05352-080,+55 11 3766-2485,,,,35445204,EP
6674,RONALDO PORTO MACEDO PROF EMEI,RUA DOUTOR FRANCISCO PATTI,345,,05352-090,+55 11 3714-2618,+55 11 3763-6989,+55 11 3714-2618,,35084372,EMEI
6675,AB SABIN COLEGIO,AV MARTIN LUTHER KING,2280,2266,05352-020,+55 11 3716-5666,,,,35429831,EP
6676,FERNANDO PESSOA EMEI,RUA BARTOLOMEU BON,105,,05528-200,+55 11 3751-0256,+55 11 3751-1164,+55 11 3751-0256,,35092800,EMEI
6677,CEI EDUCAR PARA CRESCER,R JOAO FLORENCIO PEREIRA,182,,05160-180,+55 11 3903-1795,,,,35576232,PRIVADA COMUNITÁRIA
6678,MARTINHO DA SILVA,RUA COMENDADOR ANTUNES DOS SANTOS,1800,,05861-260,+55 11 5892-5241,,+55 11 5514-0924,e904348a@educacao.sp.gov.br,35904348,EE
6679,ARCHITICLINO SANTOS PROFESSOR,RUA MAESTRO ITALO IZZO,110,,05325-200,+55 11 3768-5469,+55 11 3768-7899,+55 11 3768-5469,e004066a@educacao.sp.gov.br,35004066,EE
6680,GAVIAO PEIXOTO BRIGADEIRO,R MOGEIRO,710,,05208-230,+55 11 3917-0748,+55 11 3915-6810,,e000024a@educacao.sp.gov.br,35000024,EE
6681,CAMPO LIMPO I EMEF,R PROFESSORA NINA STOCCO,597,,05767-001,,,,,35417440,EMEF
6682,VICTOR CIVITA EMEF,RUA GONCALO ALDANA,385,,05184-300,+55 11 3941-5367,+55 11 3941-1906,+55 11 3944-1613,,35068639,EMEF
6683,OSWALD DE ANDRADE,R JOSE CARLOS DOS SANTOS MARQUES,300,,04920-010,+55 11 5831-1931,,+55 11 5833-0001,e037400a@educacao.sp.gov.br,35037400,EE
6684,ZENAIDE AVELINO MAIA PROFESSORA,R FREDERICK BANTING,179,,05848-050,+55 11 5512-7499,+55 11 5512-0688,+55 11 5512-7499,e923552a@educacao.sp.gov.br,35923552,EE
6685,MIGUEL MUNHOZ FILHO,AV AGOSTINHO RUBIN,301,,05848-000,+55 11 5512-1637,,+55 11 5511-0224,e902512a@educacao.sp.gov.br,35902512,EE
6686,JARDIM MARIA ALICE CRECHE MUNICIPAL,RUA FELICE GIARDINI,350,,04932-390,+55 11 5514-3501,+55 11 5514-6223,,,35239033,CEI DIRET
6687,PEDRO NAVA EMEF,RUA JOAQUINA DA LAPA,453,,05374-070,+55 11 3782-8897,+55 11 3781-8373,+55 11 3782-9757,,35098486,EMEF
6688,CASINHA DOS SONHOS NUCLEO DESENVOLVIMENTO INFANTIL UNID II,RUA REMO SARTI,219,,05864-180,+55 11 5891-9408,,,,35813436,EP
6689,CASA SAO JOSE LAR DA INFANCIA,RUA ANTONIO CALDAS,88,,05767-300,+55 11 5841-1663,,,,35183544,CR.P.CONV
6690,MARILENA PIUMBATO CHAPARRO PROFESSORA,R BOAVENTURA PEREIRA,235,,05158-240,+55 11 3904-4417,+55 11 3904-8218,,e904259a@educacao.sp.gov.br,35904259,EE
6691,ROSA PAVONE PIMONT DOUTORA,RUA CONDE DE PROENCA,28,,04932-430,+55 11 5514-3765,,+55 11 5892-4414,e902664a@educacao.sp.gov.br,35902664,EE
6692,MEMORATUS II CENTRO DE RECREACAO INFANTIL,RUA GASPAR CORREA,8,,05767-310,+55 11 3535-3617,,,,35462779,EP
6693,HERDEIROS DO FUTURO ESCOLA,R CANGALHA,112,,05108-110,+55 11 3621-9766,+55 11 3484-2542,,herdeirosdofuturo@ig.com.br,35174185,EP
6694,VILA PIAUI CRECHE,RUA FRANCISCO OLAVO ASSIS,SN,,05109-070,+55 11 3621-0319,,,,35182825,CEI INDIR
6695,MODESTO SCAGLIUSI EMEF,RUA JOAO RODRIGUES DE MOURA,16,,05763-440,+55 11 5512-6937,+55 11 5816-1202,+55 11 5816-7433,,35098577,EMEF
6696,ESPACO DA CRIANCA II CRECHE PARTICULAR CONVENIADA,RUA CAPELA DE SANTANA,37,,05108-000,+55 11 3622-6767,,,,35421856,CR.P.CONV
6697,JARDIM KAGOHARA CRECHE MUNICIPAL,RUA DAS FERMATAS,120,,04938-030,+55 11 5831-0147,+55 11 5831-6166,,,35239021,CEI DIRET
6698,BERNARDES INSTITUTO EDUCACIONAL,R REMO SARTI,265,,05864-180,+55 11 5891-9408,,+55 11 5891-7754,,35442902,EP
6699,ABCD SOFIA ESCOLA DE EDUCACAO INFANTIL,RUA OTAVIO PEDREIRO ROSA,212,,05372-000,+55 11 3782-4979,,,,35446245,EP
6700,FERNANDO GRACIOSO EMEF,RUA SILVEIRANIA,SN,,05211-060,+55 11 3917-2030,+55 11 3918-9191,+55 11 3917-2030,,35201923,EMEF
6701,LUA DE CRISTAL ESCOLA DE EDUCACAO INFANTIL,RUA PAULINO CABRAL,2,,05211-070,+55 11 3917-7572,,,,35384343,EP
6702,SOLAR COLEGIO,AV MUTINGA,5446,,05154-000,+55 11 3622-5540,,,treviso_contato@hotmail.com,35159273,EP
6703,JOSEFINA MARIA BARBOSA PROFESSORA,AV PROFESSOR MARIO MAZAGAO,31,,04929-080,+55 11 5517-6732,,+55 11 5517-6430,e035658a@educacao.sp.gov.br,35035658,EE
6704,CLYCIE MENDES CARNEIRO EMEI,RUA JOAQUINA DA LAPA,210,,05374-070,+55 11 3782-9749,+55 11 3782-8891,+55 11 3782-9749,,35095710,EMEI
6705,JARDIM CATANDUVA CRECHE MUNICIPAL,RUA DOUTOR RENATO BUENO NETO,SN,,05767-350,+55 11 5841-1870,+55 11 5844-3912,,,35238703,CEI DIRET
6706,CAJARANA CENTRO DE EDUCACAO INFANTIL,R ANTONIO GOMES CORREA,171,,05767-310,,,,,35446968,EP
6707,ARCA ESCOLA,R FORTE DA BARRA,6,,05763-370,+55 11 5513-3630,,,,35496873,EP
6708,ADHEMAR DE BARROS PREFEITO EMEF,RUA GIOVANNI AMADEO,187,,05767-400,+55 11 5843-0039,+55 11 5841-5095,+55 11 5841-5223,,35053922,EMEF
6709,OCEANO ESCOLA DE EDUCACAO INFANTIL,RUA OTAVIO PEDREIRO ROSA,199,,05372-000,+55 11 3782-4979,,,,35178482,EP
6710,RECANTO DA ALEGRIA IV,AV ENG HEITOR ANTONIO EIRAS GARCIA,3270,,05564-100,,,,,35496789,CR.P.CONV
6711,GIANFRANCESCO GUARNIERI EMEF,RUA DOMENICO FONTANA,SN,,05854-080,+55 11 5812-7374,+55 11 5511-4005,,,35242248,EMEF
6712,CAMPO LIMPO V CENTRO DE EDUCACAO INFANTIL,R JOAO RODRIGUES DE MOURA,SN,,05763-440,+55 11 5844-2162,,,,35562993,CEI INDIR
6713,LIDIA FLORENCIO CAMACHO PROFA INSTITUTO,AV AGOSTINHO RUBIN,449,,05848-000,+55 11 5511-0820,,+55 11 5816-7993,colegiocamacho@superig.com.br,35107827,EP
6714,PRELUDIO INSTITUTO EDUCACIONAL,RUA DOUTOR BENEDITO MATARAZZO,564,,05854-090,+55 11 5511-1926,,,preludio@cepa.com.br,35141768,EP
6715,PLANETA CRIANCA INSTITUTO EDUCACIONAL,AV PABLO CASALS,619,,05386-130,+55 11 3712-1796,,,,35458036,EP
6716,CATULO DA PAIXAO CEARENSE EMEI,RUA JOAO DA CUNHA VASCONCELOS,116,,05762-120,+55 11 5841-0973,+55 11 5841-5255,+55 11 5842-7200,,35083975,EMEI
6717,NIDA MALDI CORAZZA EDUCADORA EMEI,RUA PROFESSORA ABIGAIL ALVES PIRES,76,,05381-000,+55 11 3763-6982,+55 11 3768-5495,+55 11 3763-6982,,35051627,EMEI
6718,PALIMERCIO DE REZENDE CORONEL EMEF,RUA MANUEL RIBEIRO DE AZEVEDO,SN,,05767-480,+55 11 5841-1431,+55 11 5842-8080,+55 11 5841-3943,,35053831,EMEF
6719,CECILIA RIBEIRO CENTRO EDUCACIONAL,R MANOEL JOSE DE FRANCA,21,,05109-050,+55 11 3621-7172,,,colegiosouzaneves@ibest.com.br,35286576,EP
6720,DUGLAS TEIXEIRA MONTEIRO PROFESSOR,AV PROFESSOR OSCAR CAMPIGLIA,529,,05762-230,+55 11 5511-1170,+55 11 5510-1588,+55 11 5511-1170,e041750a@educacao.sp.gov.br,35041750,EE
6721,BRASIL JAPAO EMEF,RUA DOUTOR PAULO CARVALHO FERREIRA,94,,05382-040,+55 11 3768-2097,,+55 11 3768-2097,,35053132,EMEF
6722,LIRIOS DO VALE II CENTRO DE EDUCACAO INFANTIL,R MOGEIRO,949,,05206-240,+55 11 6731-8547,,,,35464028,CR.P.CONV
6723,COLEGIO GUARARAPES EIEFEM E TECNICO,R MARIA DE LOURDES SALOMAO,177,,05758-150,+55 11 5841-1994,,,,35141773,EP
6724,BATISTA BIBLICO INSTITUTO EDUCACIONAL,RUA VICENZO CATENA,100,,05864-230,+55 11 5515-3160,,+55 11 5515-3160,cebb@uol.com.br,35160763,EP
6725,CEDI CENTRO EDUCACIONAL DE DESENVOLVIMENTO INFANTIL,RUA JOSE DOMINGOS,14,,05854-130,+55 11 5510-9794,,,,35813527,EP
6726,CASINHA DA ALEGRIA ESCOLA,R PAULINO VITAL DE MORAIS,601,,05855-000,+55 11 5511-1971,,,,35472293,EP
6727,MARIO ARY PIRES MARECHAL EMEI,RUA FRANCISCO DE ALMEIDA,185,,05862-180,+55 11 5511-3951,+55 11 5816-9379,+55 11 5513-0019,,35085601,EMEI
6728,VILA ATLANTICA CEU EMEF,RUA CORONEL JOSE VENANCIO DIAS,840,,05160-030,+55 11 3901-8722,+55 11 3901-8721,,,35058185,CEU EMEF
6729,VILA ATLANTICA CEU EMEI,RUA CORONEL JOSE VENANCIO DIAS,840,,05160-030,+55 11 3901-8735,+55 11 3901-8734,,,35058191,CEU EMEI
6730,VILA ATLANTICA CEU CEI,RUA CORONEL JOSE VENANCIO DIAS,840,,05160-030,+55 11 3901-8714,+55 11 3901-8713,,,35058208,CEU CEI
6731,VILA ATLANTICA JOAO SOARES FILHO CEU,R CORONEL JOSE VENANCIO DIAS,842,,05160-030,,,,,35455659,CEU CLEC
6732,KAMPUNG ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,R AMARANTE DO MARANHAO,30,,05387-030,+55 11 3712-0432,,,,35814118,EP
6733,JANETE CLAIR EMEI,RUA DOUTOR AZEVEDO SODRE,114,,04937-080,+55 11 5831-2358,+55 11 5833-4545,+55 11 5831-5646,,35092903,EMEI
6734,SIMETRICA MASTER ESCOLA EDUCACIONAL,R PIERRE LEGROS,4,,05863-230,+55 11 5891-6639,,,,35266772,EP
6735,BABY HAPPY ESCOLA DE RECREACAO INFANTIL,R SERRUBA,4,,04950-050,+55 11 5899-9795,,,escolabh@telefonica.com.br,35266875,EP
6736,AMADOR E CATHARINA SAPORITO AUGUSTO,R AMARO OLIVEIRA LIMA,251,,05784-010,+55 11 5844-9247,,+55 11 5841-2622,e901748a@educacao.sp.gov.br,35901748,EE
6737,ADAIL TINI DE ARAUJO CRECHE,RUA CIRO FERRI,51,,05864-020,+55 11 5515-6250,,,,35184068,CEI INDIR
6738,LIRIO DO VALE COLEGIO,R PROFESSORA NINA STOCCO,224,,05767-000,+55 11 5842-1222,,,,35441120,EP
6739,DESTINO AO SABER ESCOLA,RUA CIRO FERRI,2B,,05864-020,+55 11 5514-1779,,,,35813400,EP
6740,CAMINHAR CENTRO DE EDUCACAO INFANTIL,R JOAQUIM XAVIER CURADO,203,,05762-140,,+55 11 2822-1490,,,35461751,CR.P.CONV
6741,CAMPO DE FORA ESCOLA ADVENTISTA DE,RUA ANTONIO SALVIA,125,,05854-030,+55 11 2344-0800,,,eacf@paulistasul.org.br,35107585,PRIVADA - FILANTRÓPICA
6742,JACOB SALVADOR ZUGIBIL VEREADOR CRECHE MUNICIPAL,RUA DOUTOR JOSE PACHECO E SILVA,50,,05206-110,+55 11 3917-9431,+55 11 3917-1448,,,35238077,CEI DIRET
6743,CRESCER E APRENDER ESCOLA DE EDUCACAO INFANTIL,RUA ITAJAI MIRIM,161,,05855-250,+55 11 5513-8274,,,,35813485,EP
6744,PORTINARI INSTITUTO EDUCACIONAL,R LOURENCO SAPORITO,142,,05757-200,+55 11 5842-4062,+55 11 5844-9876,,escolaportinari@terra.com.br,35176588,EP
6745,MEGA COLEGIO,RUA ANTONIO SALVIA,34,,05854-030,+55 11 5512-6676,,+55 11 5513-9054,colegiomega@ig.com.br,35173319,EP
6746,CID FRANCO VEREADOR CRECHE MUNICIPAL,RUA AURELIO BELOTTI JUNIOR,80,,05759-210,+55 11 5845-2541,+55 11 5842-3100,,,35238752,CEI DIRET
6747,CAMPO LIMPO CIEJA,RUA CABO ESTACIO DA CONCEICAO,176,,05854-060,+55 11 5816-3701,,,,35258428,CIEJA
6748,ROSSINE CAMARGO GUARNIERI,RUA F,SN,,04882-010,+55 11 5920-8961,+55 11 5920-2551,,e913431a@educacao.sp.gov.br,35913431,EE
6749,MAE ZAZA CRECHE UNIDADE II,RUA UTUCURA,11,,04950-060,+55 11 5899-9812,,,,35183982,CR.P.CONV
6750,FORMIGUINHA FELIZ RECREACAO INFANTIL,AV TAQUANDAVA,800,,04950-000,,,,,35449969,EP
6751,PARQUE IPE CRECHE,RUA MARIO MAIA,44,,05761-330,+55 11 5841-4231,,,,35183465,CEI INDIR
6752,LUIS MAGALHAES DE ARAUJO PROFESSOR,EST DO M BOI MIRIM,3583,,04905-023,+55 11 5833-4318,,+55 11 5831-3423,e041063a@educacao.sp.gov.br,35041063,EE
6753,CAROLINA MARIA DE JESUS EMEI,RUA DOMINGOS DE ABREU,458,,05387-070,+55 11 3761-1397,+55 11 3761-5730,+55 11 3761-1397,,35092782,EMEI
6754,SUPERATIVO COLEGIO,R ELIANE ARAUJO NEVES,177,,05758-090,+55 11 5841-4638,,,colegiosuperativo@hotmail.com,35396096,EP
6755,HERCULANO DE FREITAS PROFESSOR,AV OLIVIER BACHELIN,7,,04929-170,+55 11 5831-0052,,+55 11 5831-1525,e043953a@educacao.sp.gov.br,35043953,EE
6756,OLIVEIRA VIANA EMEF,RUA PROFESSOR BARROSO DO AMARAL,694,,04937-010,+55 11 5831-0046,+55 11 5833-7373,+55 11 5831-0046,,35054100,EMEF
6757,SIQUEIRA CEZAR COLEGIO,RUA PAULINO VITAL DE MORAIS,300,,05855-000,+55 11 5511-2345,,+55 11 5510-1315,,35142888,EP
6758,ADVENTISTA DE CAMPO LIMPO COLEGIO,R ELIANE ARAUJO NEVES,150,,05758-090,+55 11 2344-2399,,+55 11 5841-2015,cacli@paulistasul.org.br,35107645,EP
6759,JOAO SUSSUMU HIRATA DEPUTADO,RUA COMENDADOR ANTUNES DOS SANTOS,936,,05861-260,+55 11 5511-3353,,+55 11 5512-2155,e036298a@educacao.sp.gov.br,35036298,EE
6760,MAE ZAZA CRECHE UNIDADE I,AV TAQUANDAVA,164,,04950-000,+55 11 5899-0054,+55 11 5899-9812,,,35183970,CR.P.CONV
6761,SEQUENCIAL CAPAO REDONDO,R ENG ALUISIO MARQUES,SN,,05854-110,+55 11 5511-1717,,+55 11 5511-1717,sequencial@ctp.com.br,35265147,EP
6762,JOSE RAUL POLETTO,R PROFESSOR BARROSO DO AMARAL,665,,04937-010,+55 11 5831-3367,,+55 11 5831-3367,e916808a@educacao.sp.gov.br,35916808,EE
6763,FRANCISCA JULIA DA SILVA EMEI,RUA MARIA CORTADA CODORNIZ,79,,04940-140,+55 11 5831-0136,,+55 11 5831-6378,,35081012,EMEI
6764,GUARAPIRANGA CEU CEI,ESTRADA DA BARONESA,1120,,04941-175,+55 11 3397-9670,,,,35356748,CEU CEI
6765,GUARAPIRANGA CEU EMEI,EST DA BARONESA,1120,,04941-175,+55 11 3397-9652,,,,35356759,CEU EMEI
6766,MARIO FITTIPALDI CEU EMEF,EST DA BARONESA,1120,,04941-175,+55 11 5833-6111,,+55 11 5833-6111,,35356761,CEU EMEF
6767,FLORINDA LOTAIF SCHAHIN CEU,EST DA BARONESA,1120,,04941-175,+55 11 5833-6317,,,,35455684,CEU CLEC
6768,JORGE ANDRADE,RUA DOUTOR BENEDITO MATARAZZO,5B,,05854-090,+55 11 5511-4190,,+55 11 5512-1766,e902640a@educacao.sp.gov.br,35902640,EE
6769,RECANTO DA ALEGRIA CRECHE III,RUA DOMINGOS DE ABREU,715,,05387-070,+55 11 3761-5322,,,,35180798,CEI INDIR
6770,SANTA ROSA II,RUA DOMINGOS DE ABREU,715,,05379-050,,,,,35570746,EDUCAÇÃO COMPLEMENTAR
6771,ALAIDE BUENO RODRIGUES PROFA EMEI,RUA ROQUE DE MINGO,470,,05759-290,+55 11 5841-3192,+55 11 5841-2635,+55 11 5842-5688,,35087646,EMEI
6772,MORENO COMANDANTE EMEI,RUA MARCOLINO VAZ FIGUEIRA,381,,05549-130,+55 11 3782-9766,+55 11 3781-4026,+55 11 3782-9755,,35207925,EMEI
6773,SAMUEL KLABIN,RUA BORIS ALEXANDRE,189,,05387-020,+55 11 3761-0144,+55 11 3712-0663,+55 11 3712-0663,e044350a@educacao.sp.gov.br,35044350,EE
6774,MOCHILA AZUL COLEGIO,AV TAQUANDAVA,84,,04950-000,+55 11 5899-9568,,,,35319739,EP
6775,ALVARO SILVA BRAGA GAL EMEF,RUA PADRE PAULO CANELLES,611,,05386-070,+55 11 3712-0676,+55 11 3712-0299,,,35053181,EMEF
6776,JOSE DE OLIVEIRA DE ALMEIDA DINIZ VER CRECHE MUNICIPAL,RUA PAULINO VITAL DE MORAIS,180,,05855-000,+55 11 5816-3965,+55 11 5513-9775,,,35238958,CEI DIRET
6777,PASSO A PASSO ESCOLA INFANTIL,R JISITI NODA,151,,05761-270,+55 11 3715-9774,,,,35466803,EP
6778,NICOLAU KERPEN COLEGIO,AV DIOGO DE AZEVEDO,120,,05376-140,+55 11 3782-7411,+55 11 3782-5111,+55 11 3782-5111,,35143571,EP
6779,FLAVIO LA SELVA PROFESSOR,R CARMELO CALI,240,,04940-070,+55 11 5833-4314,,+55 11 5831-5836,e914733a@educacao.sp.gov.br,35914733,EE
6780,RIO PEQUENO II CENTRO DE EDUCACAO INFANTIL,AV BENEDITO DE LIMA,405,,05376-020,+55 11 3766-5049,+55 11 3714-3019,+55 11 3766-5049,,35282364,CEI DIRET
6781,RIO PEQUENO I EMEI,AV BENEDITO DE LIMA,407,,05376-020,+55 11 3766-2170,,,,35297586,EMEI
6782,DOM BOSCO CEI,RUA RUI AMARAL LEMOS,553,,05388-070,+55 11 3712-2619,,,,35180592,CEI INDIR
6783,MARIA LUISA MONTEIRO DA CUNHA BIBLIOTECARIA,RUA INACIO MANUEL ALVARES,697,,05372-111,+55 11 3782-6691,,+55 11 3781-8066,e906529a@educacao.sp.gov.br,35906529,EE
6784,JARDIM ANGELA ESCOLA TECNICA ESTADUAL,EST DA BARONESA,240,,04945-012,,,,,35438424,PAULA SOUZA
6785,JARDIM TRES ESTRELAS CRECHE MUNICIPAL,RUA ROSALBA CARRIERA,174,,05863-250,+55 11 5514-3315,+55 11 5892-4969,,,35238934,CEI DIRET
6786,LOURIVAL GOMES MACHADO PROFESSOR,ESTRADA DE SANTO AMARO,55,,05544-000,+55 11 3782-5471,,+55 11 3781-7621,e037424a@educacao.sp.gov.br,35037424,EE
6787,CAROLINA CINTRA DA SILVEIRA PROFESSORA,R LUIS DA FONSECA GALVAO,226,,05855-300,+55 11 5512-6598,+55 11 5511-2450,,e041051a@educacao.sp.gov.br,35041051,EE
6788,TANCREDO DE ALMEIDA NEVES PRES CRECHE MUNICIPAL,RUA JACQUES LE MERCIER,SN,,05866-050,+55 11 5833-0002,+55 11 5834-0868,,,35239069,CEI DIRET
6789,SANTA BARBARA COLEGIO DE ENSINO FUNDAMENTAL,R DOUTOR RUBENS LEME MACHADO,77,,05545-000,+55 11 3782-7679,+55 11 3781-5109,+55 11 3781-5109,,35153624,EP
6790,EMEF MARLI FERRAZ TORRES BONFIM,R JACQUES LE MERCIER,7,,05866-050,+55 11 5833-3056,+55 11 5816-3177,,,35418250,EMEF
6791,INTERACAO COLEGIO,R BAZILIO DA SILVA,34,,05545-010,+55 11 3782-1983,+55 11 3785-6363,,,35470430,EP
6792,NOSSA SENHORA APARECIDA CENTRO DE EDUCACAO INFANTIL,RUA LUIS DA FONSECA GALVAO,136,,05855-300,+55 11 5819-9144,,,,35430766,CR.P.CONV
6793,SANTA LUISA DE MARILLAC CRECHE,RUA LUIS DA FONSECA GALVAO,85,,05855-300,+55 11 5511-9340,,,,35800570,CR.P.CONV
6794,JOSE REGINALDO DA FONSECA CENTRO DE EDUCACAO INFANTIL,R PROFESSOR BARROSO DO AMARAL,367,,04937-010,+55 11 5831-6034,,,,35560881,CR.P.CONV
